geo_cod,geo_dsg,geo_nivel,periodo,valor_eur_m2
112,Cávado,4,4.º Trimestre de 2024,1527
112,Cávado,4,1.º Trimestre de 2025,1586
112,Cávado,4,2.º Trimestre de 2025,1657
112,Cávado,4,3.º Trimestre de 2025,1716
112,Cávado,4,4.º Trimestre de 2025,1805
112,Cávado,4,1.º Trimestre de 2026,1898
1120302,Barcelos,5,4.º Trimestre de 2019,835
1120302,Barcelos,5,1.º Trimestre de 2020,854
1120302,Barcelos,5,2.º Trimestre de 2020,890
1120302,Barcelos,5,3.º Trimestre de 2020,893
1120302,Barcelos,5,4.º Trimestre de 2020,901
1120302,Barcelos,5,1.º Trimestre de 2021,913
1120302,Barcelos,5,2.º Trimestre de 2021,916
1120302,Barcelos,5,3.º Trimestre de 2021,928
1120302,Barcelos,5,4.º Trimestre de 2021,948
1120302,Barcelos,5,1.º Trimestre de 2022,962
1120302,Barcelos,5,2.º Trimestre de 2022,1027
1120302,Barcelos,5,3.º Trimestre de 2022,1103
1120302,Barcelos,5,4.º Trimestre de 2022,1126
1120302,Barcelos,5,1.º Trimestre de 2023,1151
1120302,Barcelos,5,2.º Trimestre de 2023,1127
1120302,Barcelos,5,3.º Trimestre de 2023,1141
1120302,Barcelos,5,4.º Trimestre de 2023,1152
1120302,Barcelos,5,1.º Trimestre de 2024,1169
1120302,Barcelos,5,2.º Trimestre de 2024,1246
1120302,Barcelos,5,3.º Trimestre de 2024,1301
1120302,Barcelos,5,4.º Trimestre de 2024,1347
1120302,Barcelos,5,1.º Trimestre de 2025,1399
1120302,Barcelos,5,2.º Trimestre de 2025,1416
1120302,Barcelos,5,3.º Trimestre de 2025,1450
1120302,Barcelos,5,4.º Trimestre de 2025,1571
1120302,Barcelos,5,1.º Trimestre de 2026,1678
112030202,Aborim,6,4.º Trimestre de 2019,
112030202,Aborim,6,1.º Trimestre de 2020,
112030202,Aborim,6,2.º Trimestre de 2020,
112030202,Aborim,6,3.º Trimestre de 2020,
112030202,Aborim,6,4.º Trimestre de 2020,
112030202,Aborim,6,1.º Trimestre de 2021,
112030202,Aborim,6,2.º Trimestre de 2021,
112030202,Aborim,6,3.º Trimestre de 2021,
112030202,Aborim,6,4.º Trimestre de 2021,
112030202,Aborim,6,1.º Trimestre de 2022,
112030202,Aborim,6,2.º Trimestre de 2022,
112030202,Aborim,6,3.º Trimestre de 2022,
112030202,Aborim,6,4.º Trimestre de 2022,
112030202,Aborim,6,1.º Trimestre de 2023,
112030202,Aborim,6,2.º Trimestre de 2023,
112030202,Aborim,6,3.º Trimestre de 2023,
112030202,Aborim,6,4.º Trimestre de 2023,
112030202,Aborim,6,1.º Trimestre de 2024,
112030202,Aborim,6,2.º Trimestre de 2024,
112030202,Aborim,6,3.º Trimestre de 2024,
112030202,Aborim,6,4.º Trimestre de 2024,
